subtype;EOVX;EOVY;LAT;LON;poid;id;risk;essential;work_type;work_capacity;work_minage;work_maxage;vis_type;vis_capacity;vis_minage;vis_maxage
söröző;735074;102202;46,258956;20,150853;215593;215593_2255;1;0;13;5;18;65;13;100;14;99
sportcsarnok;736053;100648;46,244853;20,163261;115951;115951_2256;1;0;4;50;22;45;8;500;6;49
sportfelszerelés;734177;101655;46,254149;20,139122;163604;163604_2257;1;0;4;50;18;45;7;1000;14;65
sportorvosi rendelő;734184;100934;46,247662;20,139082;114706;114706_2258;1;0;4;3;24;65;8;20;14;49
strand;725079;103365;46,270611;20,021423;15822;15822_2259;0,5;0;4;50;22;45;8;1000;6;65
strand;735735;101494;46,252503;20,159294;15824;15824_2260;0,5;0;4;50;22;45;8;1000;6;65
strandfürdő;724552;103024;46,267602;20,014532;13683;13683_2261;1;0;4;50;22;45;8;1000;6;65
strandfürdő;725079;103365;46,270611;20,021423;15822;15822_2262;1;0;4;50;22;45;8;1000;6;65
strandfürdő;735701;101179;46,249674;20,158796;15823;15823_2263;1;0;4;50;22;45;8;1000;6;65
szabadidő központ;729029;98842;46,229472;20,07189;114547;114547_2264;1;0;4;100;22;45;10;2000;0;99
szabadidő központ;737475;101364;46,251109;20,181832;114719;114719_2265;1;0;4;100;22;45;10;2000;0;99
szabadidő központ;737063;99728;46,236447;20,176183;115901;115901_2266;1;0;4;100;22;45;10;2000;0;99
szabadidő központ;732713;100016;46,239588;20,119847;165050;165050_2267;1;0;4;100;22;45;10;2000;0;99
szabadidő központ;732872;101835;46,25593;20,122232;165054;165054_2268;1;0;4;100;22;45;10;2000;0;99
szabadulós szoba;734423;100981;46,248055;20,142189;208014;208014_2269;1;0;4;3;18;45;8;30;6;26
szabadulós szoba;734108;101251;46,250523;20,138154;216593;216593_2270;1;0;4;3;18;45;8;30;6;26
szájsebészet;733154;101622;46,253979;20,125851;28565;28565_2271;1;1;4;20;24;65;8;100;14;99
szájsebészet;734644;101157;46,24961;20,145087;64109;64109_2272;1;1;4;20;24;65;8;100;14;99
szájsebészet;735258;102484;46,261469;20,153291;148476;148476_2273;1;1;4;20;24;65;8;100;14;99
szájsebészet;733981;101206;46,250134;20,136499;148452;148452_2274;1;1;4;20;24;65;8;100;14;99
szájsebészet;734416;100609;46,24471;20,142031;148271;148271_2275;1;1;4;20;24;65;8;100;14;99
szájsebészet;737989;99901;46,237882;20,188219;148319;148319_2276;1;1;4;20;24;65;8;100;14;99
szájsebészet;737886;99729;46,236348;20,186852;148321;148321_2277;1;1;4;20;24;65;8;100;14;99
szájsebészet;735236;102142;46,258395;20,152943;148374;148374_2278;1;1;4;20;24;65;8;100;14;99
szájsebészet;735323;102231;46,259185;20,154087;148458;148458_2279;1;1;4;20;24;65;8;100;14;99
szájsebészet;733690;100334;46,242327;20,132569;148501;148501_2280;1;1;4;20;24;65;8;100;14;99
szájsebészet;736205;101485;46,252362;20,165387;148505;148505_2281;1;1;4;20;24;65;8;100;14;99
szájsebészet;737791;101377;46,251184;20,185931;148523;148523_2282;1;1;4;20;24;65;8;100;14;99
szájsebészet;735122;101147;46,24946;20,151282;148529;148529_2283;1;1;4;20;24;65;8;100;14;99
szájsebészet;733789;102413;46,261015;20,134227;148535;148535_2284;1;1;4;20;24;65;8;100;14;99
szájsebészet;736869;100744;46,245611;20,173858;148554;148554_2285;1;1;4;20;24;65;8;100;14;99
szájsebészet;734614;100854;46,246889;20,144643;148571;148571_2286;1;1;4;20;24;65;8;100;14;99
szájsebészet;734372;101338;46,251273;20,141593;178776;178776_2287;1;1;4;20;24;65;8;100;14;99
szájsebészet;734398;100122;46,240331;20,141709;178791;178791_2288;1;1;4;20;24;65;8;100;14;99
szájsebészet;736658;100733;46,245539;20,171121;200060;200060_2289;1;1;4;20;24;65;8;100;14;99
szájsebészet;733945;101732;46,25487;20,136127;200062;200062_2290;1;1;4;20;24;65;8;100;14;99
szájsebészet;734801;101375;46,251551;20,147162;219891;219891_2291;1;1;4;20;24;65;8;100;14;99
szájsebészet;736607;101106;46,248901;20,170529;221317;221317_2292;1;1;4;20;24;65;8;100;14;99
szájsebészet;736083;101493;46,252449;20,163807;221318;221318_2293;1;1;4;20;24;65;8;100;14;99
szálloda (hotel);734544;101165;46,249695;20,143792;9809;9809_2294;1;0;4;20;18;65;2;200;0;99
szálloda (hotel);735550;101896;46,256143;20,15697;13820;13820_2295;1;0;4;20;18;65;2;200;0;99
szálloda (hotel);735032;101588;46,253438;20,150196;13821;13821_2296;1;0;4;20;18;65;2;200;0;99
szálloda (hotel);733742;102229;46,259366;20,133585;13816;13816_2297;1;0;4;20;18;65;2;200;0;99
szálloda (hotel);735828;101419;46,251816;20,160486;13817;13817_2298;1;0;4;20;18;65;2;200;0;99
szálloda (hotel);736126;101505;46,252552;20,164366;14018;14018_2299;1;0;4;20;18;65;2;200;0;99
szálloda (hotel);732653;102786;46,264512;20,119561;56867;56867_2300;1;0;4;20;18;65;2;200;0;99
szálloda (hotel);734377;102256;46,259529;20,141824;114618;114618_2301;1;0;4;20;18;65;2;200;0;99
szálloda (hotel);733360;100563;46,244428;20,128332;165539;165539_2302;1;0;4;20;18;65;2;200;0;99
szálloda (hotel);734978;101257;46,250468;20,149436;165583;165583_2303;1;0;4;20;18;65;2;200;0;99
szálloda (hotel);735260;101794;46,255262;20,15319;184287;184287_2304;1;0;4;20;18;65;2;200;0;99
szálloda (hotel);734459;100321;46,242114;20,142536;184288;184288_2305;1;0;4;20;18;65;2;200;0;99
szálloda (hotel);731323;103502;46,271115;20,102437;184289;184289_2306;1;0;4;20;18;65;2;200;0;99
szálloda (hotel);734494;101538;46,253056;20,143211;184290;184290_2307;1;0;4;20;18;65;2;200;0;99
szálloda (hotel);734655;101575;46,253369;20,145305;184291;184291_2308;1;0;4;20;18;65;2;200;0;99
szálloda (hotel);734908;101359;46,251394;20,148547;184292;184292_2309;1;0;4;20;18;65;2;200;0;99
szálloda (hotel);734987;101223;46,250161;20,149546;184295;184295_2310;1;0;4;20;18;65;2;200;0;99
szálloda (hotel);734879;101186;46,249841;20,148139;184296;184296_2311;1;0;4;20;18;65;2;200;0;99
szálloda (hotel);735580;102046;46,257488;20,157386;184297;184297_2312;1;0;4;20;18;65;2;200;0;99
szálloda (hotel);734658;100648;46,24503;20,145176;189705;189705_2313;1;0;4;20;18;65;2;200;0;99
szálloda (hotel);734412;101098;46,249109;20,142068;190041;190041_2314;1;0;4;20;18;65;2;200;0;99
számítástechnikai bolt;734177;101655;46,254149;20,139122;147987;147987_2315;1;0;4;50;18;45;7;1000;14;49
számítástechnikai bolt;732707;100465;46,243627;20,119849;205871;205871_2316;1;0;4;50;18;45;7;1000;14;49
számítástechnikai bolt;735577;102836;46,264594;20,157493;205872;205872_2317;1;0;4;50;18;45;7;1000;14;49
számítástechnikai bolt;735977;102465;46,261206;20,162612;205883;205883_2318;1;0;4;50;18;45;7;1000;14;49
számítástechnikai bolt;735034;101408;46,251819;20,150189;206258;206258_2319;1;0;4;50;18;45;7;1000;14;49
számítástechnikai bolt;735577;102836;46,264594;20,157493;217865;217865_2320;1;0;4;50;18;45;7;1000;14;49
szemészet;734433;100808;46,246498;20,142288;17186;17186_2321;1;1;4;20;24;65;8;100;14;99
szemészet;734698;100965;46,247876;20,145752;28634;28634_2322;1;1;4;20;24;65;8;100;14;99
szemészet;735034;100825;46,246575;20,150083;64143;64143_2323;1;1;4;20;24;65;8;100;14;99
szemészet;734945;101992;46,257083;20,149142;114732;114732_2324;1;1;4;20;24;65;8;100;14;99
szemészet;733574;102782;46,264361;20,131505;114742;114742_2325;1;1;4;20;24;65;8;100;14;99
szemészet;735008;101310;46,25094;20,149834;148455;148455_2326;1;1;4;20;24;65;8;100;14;99
szemészet;734557;100538;46,244053;20,143846;148274;148274_2327;1;1;4;20;24;65;8;100;14;99
szemészet;735625;102918;46,265326;20,15813;148372;148372_2328;1;1;4;20;24;65;8;100;14;99
szemészet;735574;102914;46,265296;20,157468;148373;148373_2329;1;1;4;20;24;65;8;100;14;99
szemészet;735247;102171;46,258655;20,153091;148375;148375_2330;1;1;4;20;24;65;8;100;14;99
szemészet;735554;101094;46,248928;20,156874;148552;148552_2331;1;1;4;20;24;65;8;100;14;99
szemészet;735549;100859;46,246815;20,156766;178764;178764_2332;1;1;4;20;24;65;8;100;14;99
szemészet;734184;100934;46,247662;20,139082;178785;178785_2333;1;1;4;20;24;65;8;100;14;99
szemészet;736607;101106;46,248901;20,170529;220750;220750_2334;1;1;4;20;24;65;8;100;14;99
szemészet;735312;101748;46,254842;20,153856;220771;220771_2335;1;1;4;20;24;65;8;100;14;99
szemészet;736207;102140;46,258253;20,165534;221631;221631_2336;1;1;4;20;24;65;8;100;14;99
szépségszalon;735828;101419;46,251816;20,160486;167987;167987_2337;1;0;4;5;18;45;8;50;14;49
szépségszalon;734494;101538;46,253056;20,143211;184290;184290_2338;1;0;4;5;18;45;8;50;14;49
szépségszalon;734177;101655;46,254149;20,139122;210264;210264_2339;1;0;4;5;18;45;8;50;14;49
szépségszalon;736775;99668;46,235944;20,172439;215122;215122_2340;1;0;4;5;18;45;8;50;14;49
színház;735139;101590;46,253442;20,151584;7098;7098_2341;1;0;4;50;18;65;6;500;14;99
színház;734705;101292;46,250817;20,145902;7099;7099_2342;1;0;4;50;18;65;6;500;14;99
színház;734525;101625;46,253835;20,143629;7715;7715_2343;1;0;4;50;18;65;6;500;14;99
színház;735148;101798;46,255312;20,151739;7795;7795_2344;1;0;4;50;18;65;6;500;14;99
színház;734675;101495;46,252647;20,14555;98568;98568_2345;1;0;4;50;18;65;6;500;14;99
színház;734679;101459;46,252322;20,145595;98569;98569_2346;1;0;4;50;18;65;6;500;14;99
színház;735148;101798;46,255312;20,151739;114851;114851_2347;1;0;4;50;18;65;6;500;14;99
szolárium;735828;101419;46,251816;20,160486;167987;167987_2348;1;0;4;5;18;45;8;50;14;49
szolárium;736775;99668;46,235944;20,172439;215122;215122_2349;1;0;4;5;18;45;8;50;14;49
szőnyeg, textil, padló, tapéta;733418;102143;46,258633;20,129367;187462;187462_2350;1;0;4;20;18;65;7;500;22;99
szőnyeg, textil, padló, tapéta;733372;102573;46,262507;20,128848;67821;67821_2351;1;0;4;20;18;65;7;500;22;99
takarékszövetkezet;728300;103848;46,274587;20,063284;32859;32859_2352;1;0;4;10;22;65;7;50;22;99
takarékszövetkezet;734604;101005;46,248248;20,14454;32860;32860_2353;1;0;4;10;22;65;7;50;22;99
takarékszövetkezet;738453;102025;46,256926;20,194638;32869;32869_2354;1;0;4;10;22;65;7;50;22;99
takarékszövetkezet;735712;103090;46,266862;20,15929;32874;32874_2355;1;0;4;10;22;65;7;50;22;99
takarékszövetkezet;736775;99668;46,235944;20,172439;32889;32889_2356;1;0;4;10;22;65;7;50;22;99
takarékszövetkezet;736370;100845;46,246584;20,167408;32893;32893_2357;1;0;4;10;22;65;7;50;22;99
takarékszövetkezet;734437;101867;46,256023;20,142532;142756;142756_2358;1;0;4;10;22;65;7;50;22;99
takarító és tisztító szolgálat;734119;103231;46,268332;20,138655;66568;66568_2359;1;0;4;10;18;65;4;0;22;99
takarító és tisztító szolgálat;734525;101959;46,256839;20,143689;211612;211612_2360;1;0;4;10;18;65;4;0;22;99
takarító és tisztító szolgálat;734732;101619;46,253755;20,146312;215948;215948_2361;1;0;4;10;18;65;4;0;22;99
táplálék-, étrendkiegészítő üzlet;734177;101655;46,254149;20,139122;211509;211509_2362;1;0;4;10;18;65;7;200;22;99
táplálék-, étrendkiegészítő üzlet;733359;103025;46,266574;20,12876;211571;211571_2363;1;0;4;10;18;65;7;200;22;99
táplálék-, étrendkiegészítő üzlet;734681;101621;46,253779;20,145651;212049;212049_2364;1;0;4;10;18;65;7;200;22;99
táplálék-, étrendkiegészítő üzlet;734119;103231;46,268332;20,138655;212059;212059_2365;1;0;4;10;18;65;7;200;22;99
taxiállomás;734769;101128;46,249334;20,146702;74350;74350_2366;1;0;4;10;22;65;13;100;0;99
taxiállomás;734907;101734;46,254767;20,148602;74352;74352_2367;1;0;4;10;22;65;13;100;0;99
taxiállomás;734347;101978;46,257033;20,141385;74353;74353_2368;1;0;4;10;22;65;13;100;0;99
taxiállomás;734490;100047;46,239645;20,142888;74354;74354_2369;1;0;4;10;22;65;13;100;0;99
taxiállomás;735729;101208;46,249931;20,159164;114711;114711_2370;1;0;4;10;22;65;13;100;0;99
taxiállomás;735010;101794;46,255294;20,149949;114727;114727_2371;1;0;4;10;22;65;13;100;0;99
taxiállomás;734457;101954;46,256803;20,142807;114731;114731_2372;1;0;4;10;22;65;13;100;0;99
taxiállomás;733248;101052;46,248841;20,126968;114664;114664_2373;1;0;4;10;22;65;13;100;0;99
taxiállomás;735737;100687;46,245244;20,159172;114702;114702_2374;1;0;4;10;22;65;13;100;0;99
taxiállomás;734653;101008;46,248269;20,145176;114708;114708_2375;1;0;4;10;22;65;13;100;0;99
tekepálya;736189;100612;46,244511;20,165018;115956;115956_2376;1;0;13;10;22;45;13;100;6;49
telefon és telefonkártya;733359;103025;46,266574;20,12876;114660;114660_2377;1;0;4;20;18;65;7;500;14;99
telefon és telefonkártya;734177;101655;46,254149;20,139122;147987;147987_2378;1;0;4;20;18;65;7;500;14;99
telefon és telefonkártya;735034;101408;46,251819;20,150189;206258;206258_2379;1;0;4;20;18;65;7;500;14;99
telekommunikációs szolgáltató;734679;101459;46,252322;20,145595;38077;38077_2380;1;0;4;200;18;65;7;100;22;65
telekommunikációs szolgáltató;734119;103231;46,268332;20,138655;66567;66567_2381;1;0;4;200;18;65;7;100;22;65
telekommunikációs szolgáltató;734177;101655;46,254149;20,139122;148007;148007_2382;1;0;4;200;18;65;7;100;22;65
telekommunikációs szolgáltató;734119;103231;46,268332;20,138655;66571;66571_2383;1;0;4;200;18;65;7;100;22;65
telekommunikációs szolgáltató;734177;101655;46,254149;20,139122;148010;148010_2384;1;0;4;200;18;65;7;100;22;65
telekommunikációs szolgáltató;734119;103231;46,268332;20,138655;66564;66564_2385;1;0;4;200;18;65;7;100;22;65
telekommunikációs szolgáltató;734177;101655;46,254149;20,139122;148005;148005_2386;1;0;4;200;18;65;7;100;22;65
telekommunikációs szolgáltató;734472;101559;46,25322523;20,14293575;37558;37558_2387;1;0;4;200;18;65;7;100;22;65
telekommunikációs szolgáltató;734069;103420;46,270038;20,13804;18554;18554_2388;1;0;4;200;18;65;7;100;22;65
temető, sírkert;731327;101799;46,255796;20,102191;132613;132613_2389;1;2;4;20;22;65;1;100;50;99
temető, sírkert;731455;101467;46,252794;20,103793;132625;132625_2390;1;2;4;20;22;65;1;100;50;99
temető, sírkert;731327;101799;46,255796;20,102191;132613;132613_2391;1;2;4;20;22;65;1;100;50;99
temető, sírkert;731517;102035;46,257895;20,104696;130301;130301_2392;1;2;4;20;22;65;1;100;50;99
temető, sírkert;733210;100035;46,239697;20,126293;128382;128382_2393;1;2;4;20;22;65;1;100;50;99
temető, sírkert;731346;102088;46,258393;20,102488;128776;128776_2394;1;2;4;20;22;65;1;100;50;99
temető, sírkert;727617;103651;46,272894;20,054391;129148;129148_2395;1;2;4;20;22;65;1;100;50;99
temető, sírkert;735295;103177;46,267698;20,153898;129269;129269_2396;1;2;4;20;22;65;1;100;50;99
temető, sírkert;731904;95681;46,200694;20,108597;131313;131313_2397;1;2;4;20;22;65;1;100;50;99
temető, sírkert;731197;101764;46,255497;20,100499;131963;131963_2398;1;2;4;20;22;65;1;100;50;99
temető, sírkert;738680;102603;46,262095;20,197692;132193;132193_2399;1;2;4;20;22;65;1;100;50;99
temető, sírkert;731520;101813;46,255898;20,104696;135443;135443_2400;1;2;4;20;22;65;1;100;50;99
temető, sírkert;738397;95617;46,199294;20,192695;135444;135444_2401;1;2;4;20;22;65;1;100;50;99
temető, sírkert;737862;97333;46,2148;20,186088;135504;135504_2402;1;2;4;20;22;65;1;100;50;99
temető, sírkert;736872;99108;46,230895;20,173592;135895;135895_2403;1;2;4;20;22;65;1;100;50;99
temető, sírkert;738847;103328;46,268594;20,199996;135903;135903_2404;1;2;4;20;22;65;1;100;50;99
templom, istentiszteleti hely;735687;101037;46,248398;20,158588;128485;128485_2405;1;2;13;10;22;65;9;100;50;99
templom, istentiszteleti hely;737313;102728;46,263399;20,179987;130446;130446_2406;1;2;13;10;22;65;9;100;50;99
templom, istentiszteleti hely;735671;102193;46,258799;20,158593;131016;131016_2407;1;2;13;10;22;65;9;100;50;99
templom, istentiszteleti hely;734939;101037;46,248494;20,14889;131353;131353_2408;1;2;13;10;22;65;9;100;50;99
templom, istentiszteleti hely;734229;103306;46,268993;20,140095;132419;132419_2409;1;2;13;10;22;65;9;100;50;99
templom, istentiszteleti hely;734014;99346;46,2334;20,136591;133673;133673_2410;1;2;13;10;22;65;9;100;50;99
templom, istentiszteleti hely;734313;102251;46,259492;20,140993;135172;135172_2411;1;2;13;10;22;65;9;100;50;99
templom, istentiszteleti hely;739185;102388;46,260094;20,2042;135638;135638_2412;1;2;13;10;22;65;9;100;50;99
templom, istentiszteleti hely;735004;101928;46,2565;20,149895;133408;133408_2413;1;2;13;10;22;65;9;100;50;99
templom, istentiszteleti hely;734659;101233;46,250292;20,145295;134089;134089_2414;1;2;13;10;22;65;9;100;50;99
templom, istentiszteleti hely;738591;97849;46,219345;20,195632;129383;129383_2415;1;2;13;10;22;65;9;100;50;99
templom, istentiszteleti hely;735408;102222;46,259093;20,155188;129386;129386_2416;1;2;13;10;22;65;9;100;50;99
templom, istentiszteleti hely;734422;101608;46,253695;20,14229;134088;134088_2417;1;2;13;10;22;65;9;100;50;99
templom, istentiszteleti hely;734553;102310;46,259993;20,144116;61478;61478_2418;1;2;13;10;22;65;9;100;50;99
templom, istentiszteleti hely;735023;101138;46,249391;20,149997;129880;129880_2419;1;2;13;10;22;65;9;100;50;99
templom, istentiszteleti hely;734512;100698;46,245498;20,143292;130087;130087_2420;1;2;13;10;22;65;9;100;50;99
templom, istentiszteleti hely;733749;101221;46,250298;20,133494;130088;130088_2421;1;2;13;10;22;65;9;100;50;99
templom, istentiszteleti hely;735100;102218;46,259096;20,151193;135441;135441_2422;1;2;13;10;22;65;9;100;50;99
templom, istentiszteleti hely;738663;97444;46,215693;20,196488;135442;135442_2423;1;2;13;10;22;65;9;100;50;99
tenisz létesítmény;734183;99682;46,236401;20,138843;212113;212113_2424;1;0;4;10;22;45;8;100;6;65
teniszpálya;734183;99682;46,236401;20,138843;29211;29211_2425;0,5;0;4;5;22;45;8;50;6;65
teniszpálya;732653;102786;46,264512;20,119561;56867;56867_2426;0,5;0;4;5;22;45;8;50;6;65
teniszpálya;729029;98842;46,229472;20,07189;114547;114547_2427;0,5;0;4;5;22;45;8;50;6;65
teniszpálya;737475;101364;46,251109;20,181832;114719;114719_2428;0,5;0;4;5;22;45;8;50;6;65
teniszpálya;737063;99728;46,236447;20,176183;115901;115901_2429;0,5;0;4;5;22;45;8;50;6;65
teniszpálya;736189;100612;46,244511;20,165018;115952;115952_2430;0,5;0;4;5;22;45;8;50;6;65
teniszpálya;736321;100542;46,243865;20,166716;165039;165039_2431;0,5;0;4;5;22;45;8;50;6;65
teniszpálya;732713;100016;46,239588;20,119847;165050;165050_2432;0,5;0;4;5;22;45;8;50;6;65
teniszpálya;734530;103506;46,270754;20,144036;165077;165077_2433;0,5;0;4;5;22;45;8;50;6;65
termálfürdő;734984;101876;46,256035;20,149626;15816;15816_2434;1;0;4;50;18;65;8;1000;0;99
termálfürdő;725079;103365;46,270611;20,021423;15822;15822_2435;1;0;4;50;18;65;8;1000;0;99
termelői piac, biopiac;733281;100541;46,24424;20,127304;121265;121265_2436;1;1;4;50;18;65;7;1000;22;99
termelői piac, biopiac;734140;102024;46,257472;20,138709;121334;121334_2437;1;1;4;50;18;65;7;1000;22;99
termelői piac, biopiac;733342;102952;46,265919;20,128527;189007;189007_2438;1;1;4;50;18;65;7;1000;22;99
termelői piac, biopiac;736545;101602;46,25337;20,169817;189031;189031_2439;1;1;4;50;18;65;7;1000;22;99
tornaterem, tornacsarnok;734183;99682;46,236401;20,138843;29211;29211_2440;1;0;4;10;22;45;10;100;6;26
tornaterem, tornacsarnok;729029;98842;46,229472;20,07189;114547;114547_2441;1;0;4;10;22;45;10;100;6;26
tornaterem, tornacsarnok;736455;101290;46,250576;20,168592;115955;115955_2442;1;0;4;10;22;45;10;100;6;26
tornaterem, tornacsarnok;734183;99682;46,236401;20,138843;212113;212113_2443;1;0;4;10;22;45;10;100;6;26
túrabolt;734177;101655;46,25419049;20,13919057;147982;147982_2444;1;0;4;10;18;65;7;200;14;65
túrabolt;731446;103956;46,275183;20,104112;181609;181609_2445;1;0;4;10;18;65;7;200;14;65
turista információ;734705;101292;46,250817;20,145902;56524;56524_2446;1;0;4;5;18;45;7;200;0;99
tüdőszűrő, -gondozó állomás;734563;101942;46,256682;20,144179;64259;64259_2447;1;1;4;20;24;65;8;50;50;99
tüdőszűrő, -gondozó állomás;733574;102782;46,264361;20,131505;114742;114742_2448;1;1;4;20;24;65;8;50;50;99
tüdőszűrő, -gondozó állomás;734525;101959;46,256839;20,143689;143432;143432_2449;1;1;4;20;24;65;8;50;50;99
tüdőszűrő, -gondozó állomás;734404;102684;46,263376;20,142252;148244;148244_2450;1;1;4;20;24;65;8;50;50;99
tüdőszűrő, -gondozó állomás;733652;102301;46,260025;20,13243;148282;148282_2451;1;1;4;20;24;65;8;50;50;99
tüdőszűrő, -gondozó állomás;735207;101772;46,255071;20,152499;148291;148291_2452;1;1;4;20;24;65;8;50;50;99
tüdőszűrő, -gondozó állomás;733427;101544;46,253244;20,129377;148386;148386_2453;1;1;4;20;24;65;8;50;50;99
tüdőszűrő, -gondozó állomás;734972;102626;46,262782;20,149608;148460;148460_2454;1;1;4;20;24;65;8;50;50;99
tüdőszűrő, -gondozó állomás;735805;102128;46,258197;20,160319;179087;179087_2455;1;1;4;20;24;65;8;50;50;99
tüdőszűrő, -gondozó állomás;735145;101840;46,25569;20,151708;178757;178757_2456;1;1;4;20;24;65;8;50;50;99
tüdőszűrő, -gondozó állomás;734372;101338;46,251273;20,141593;178776;178776_2457;1;1;4;20;24;65;8;50;50;99
tüdőszűrő, -gondozó állomás;734184;100934;46,247662;20,139082;178785;178785_2458;1;1;4;20;24;65;8;50;50;99
tüdőszűrő, -gondozó állomás;734987;100670;46,245186;20,149445;182403;182403_2459;1;1;4;20;24;65;8;50;50;99
tüdőszűrő, -gondozó állomás;736491;100450;46,243015;20,168903;220753;220753_2460;1;1;4;20;24;65;8;50;50;99
tüdőszűrő, -gondozó állomás;736207;102140;46,258253;20,165534;221631;221631_2461;1;1;4;20;24;65;8;50;50;99
tüzép;730863;103985;46,275515;20,096554;80474;80474_2462;1;0;4;20;18;65;7;400;22;99
tüzép;733448;103303;46,269063;20,129965;210575;210575_2463;1;0;4;20;18;65;7;400;22;99
tüzép;730410;104590;46,281011;20,090783;210576;210576_2464;1;0;4;20;18;65;7;400;22;99
tüzép;732470;102882;46,265398;20,117205;211217;211217_2465;1;0;4;20;18;65;7;400;22;99
tűzvédelmi szerv (tűzoltó parancsnokság, tűzoltóság);732680;103042;46,266811;20,119957;6739;6739_2466;1;0;4;50;22;65;4;50;22;65
újságárus;734360;102000;46,25721;20,141568;38755;38755_2467;1;0;4;3;18;65;7;300;0;99
újságárus;734360;102000;46,25721;20,141568;38766;38766_2468;1;0;4;3;18;65;7;300;0;99
újságárus;734514;100078;46,23996301;20,14327397;114852;114852_2469;1;0;4;3;18;65;7;300;0;99
újságárus;734140;102024;46,257451;20,13872;38758;38758_2470;1;0;4;3;18;65;7;300;0;99
újságárus;735030;103299;46,26887062;20,15055193;38763;38763_2471;1;0;4;3;18;65;7;300;0;99
újságárus;735055;101752;46,25495221;20,15059324;114726;114726_2472;1;0;4;3;18;65;7;300;0;99
újságárus;734119;103231;46,26837389;20,13872358;114860;114860_2473;1;0;4;3;18;65;7;300;0;99
újságárus;734177;101655;46,25419049;20,13919057;147984;147984_2474;1;0;4;3;18;65;7;300;0;99
újságárus;734256;101363;46,25155403;20,14016207;177588;177588_2475;1;0;4;3;18;65;7;300;0;99
újságárus;731446;103956;46,27522539;20,10418076;177598;177598_2476;1;0;4;3;18;65;7;300;0;99
újságárus;735546;102000;46,2571205;20,15700567;177600;177600_2477;1;0;4;3;18;65;7;300;0;99
uszoda;736053;100648;46,244853;20,163261;115951;115951_2478;1;0;4;20;22;45;8;300;0;99
utazási Iroda;734732;101619;46,253755;20,146312;27908;27908_2479;1;0;4;20;22;65;8;100;22;99
utazási Iroda;734794;101405;46,251822;20,147077;40343;40343_2480;1;0;4;20;22;65;8;100;22;99
utazási Iroda;734428;101358;46,251446;20,142323;40346;40346_2481;1;0;4;20;22;65;8;100;22;99
utazási Iroda;734662;101205;46,25004;20,145329;40349;40349_2482;1;0;4;20;22;65;8;100;22;99
utazási Iroda;734695;101075;46,248866;20,145733;40353;40353_2483;1;0;4;20;22;65;8;100;22;99
utazási Iroda;734813;101210;46,250066;20,147288;40354;40354_2484;1;0;4;20;22;65;8;100;22;99
utazási Iroda;734727;101545;46,25309;20,146234;40357;40357_2485;1;0;4;20;22;65;8;100;22;99
utazási Iroda;735230;101779;46,255131;20,152799;40360;40360_2486;1;0;4;20;22;65;8;100;22;99
utazási Iroda;734587;100880;46,247126;20,144297;40363;40363_2487;1;0;4;20;22;65;8;100;22;99
utazási Iroda;734788;101606;46,253631;20,147036;40366;40366_2488;1;0;4;20;22;65;8;100;22;99
utazási Iroda;734492;101170;46,249746;20,143118;58902;58902_2489;1;0;4;20;22;65;8;100;22;99
utazási Iroda;734953;101337;46,25119;20,149126;58339;58339_2490;1;0;4;20;22;65;8;100;22;99
utazási Iroda;735008;101310;46,25094;20,149834;58396;58396_2491;1;0;4;20;22;65;8;100;22;99
utazási Iroda;734840;101522;46,252869;20,147695;85308;85308_2492;1;0;4;20;22;65;8;100;22;99
utazási Iroda;734469;101789;46,255317;20,142932;85259;85259_2493;1;0;4;20;22;65;8;100;22;99
utazási Iroda;734601;101516;46,252845;20,144594;85219;85219_2494;1;0;4;20;22;65;8;100;22;99
utazási Iroda;734441;101566;46,253315;20,142529;85240;85240_2495;1;0;4;20;22;65;8;100;22;99
utazási Iroda;734695;101075;46,248866;20,145733;85484;85484_2496;1;0;4;20;22;65;8;100;22;99
utazási Iroda;734739;101310;46,250975;20,146346;85538;85538_2497;1;0;4;20;22;65;8;100;22;99
utazási Iroda;734964;101346;46,25127;20,14927;85619;85619_2498;1;0;4;20;22;65;8;100;22;99
utazási Iroda;734638;101341;46,251266;20,145042;85622;85622_2499;1;0;4;20;22;65;8;100;22;99
utazási Iroda;735074;102202;46,258956;20,150853;85632;85632_2500;1;0;4;20;22;65;8;100;22;99
utazási Iroda;734259;101369;46,251566;20,140133;104223;104223_2501;1;0;4;20;22;65;8;100;22;99
utazási Iroda;734839;101419;46,251942;20,147663;104246;104246_2502;1;0;4;20;22;65;8;100;22;99
utazási Iroda;734177;101655;46,254149;20,139122;148006;148006_2503;1;0;4;20;22;65;8;100;22;99
utazási Iroda;734705;101292;46,250817;20,145902;182767;182767_2504;1;0;4;20;22;65;8;100;22;99
utazási Iroda;734782;101503;46,252705;20,146939;215129;215129_2505;1;0;4;20;22;65;8;100;22;99
utazási Iroda;734435;100831;46,246704;20,142318;219813;219813_2506;1;0;4;20;22;65;8;100;22;99
üdülőház;724552;103024;46,267602;20,014532;13683;13683_2507;1;0;4;5;18;65;2;100;0;99
üdülőház;725079;103365;46,270611;20,021423;15822;15822_2508;1;0;4;5;18;65;2;100;0;99
üdülőház;735735;101494;46,252503;20,159294;15824;15824_2509;1;0;4;5;18;65;2;100;0;99
