type;subtype;EOVX;EOVY;wgse;wgsn;capacity;id;minage;maxage;;;;;;;;;;
0;szabadidő központ;732713;100016;46,239588;20,119847;2000;0732713100016;22;45;;;;;;;;;;
0;szabadidő központ;732872;101835;46,25593;20,122232;2000;0732872101835;22;45;;;;;;;;;;
0;temető, sírkert;739587;109554;46,324498;20,210795;100;0739587109554;22;65;;;;;;;;;;
0;temető, sírkert;545286;110234;46,328398;17,68759;100;0545286110234;22;65;;;;;;;;;;
0;temető, sírkert;565984;113833;46,363693;17,955693;100;0565984113833;22;65;;;;;;;;;;
0;temető, sírkert;543285;126746;46,476599;17,657794;100;0543285126746;22;65;;;;;;;;;;
0;temető, sírkert;557636;99959;46,237796;17,849993;100;055763699959;22;65;;;;;;;;;;
0;temető, sírkert;566715;123829;46,453699;17,963388;100;0566715123829;22;65;;;;;;;;;;
0;temető, sírkert;560185;106924;46,300792;17,881687;100;0560185106924;22;65;;;;;;;;;;
0;temető, sírkert;573906;114628;46,371793;18,058496;100;0573906114628;22;65;;;;;;;;;;
0;temető, sírkert;543895;125167;46,462494;17,666099;100;0543895125167;22;65;;;;;;;;;;
0;temető, sírkert;536376;107449;46,301894;17,572588;100;0536376107449;22;65;;;;;;;;;;
0;temető, sírkert;742711;96716;46,208598;20,248795;100;074271196716;22;65;;;;;;;;;;
0;temető, sírkert;733308;121904;46,436398;20,131493;100;0733308121904;22;65;;;;;;;;;;
0;temető, sírkert;725352;100498;46,244791;20,024499;100;0725352100498;22;65;;;;;;;;;;
0;temető, sírkert;558562;135365;46,556397;17,854988;100;0558562135365;22;65;;;;;;;;;;
0;temető, sírkert;548647;130877;46,514593;17,726696;100;0548647130877;22;65;;;;;;;;;;
0;temető, sírkert;556279;136934;46,570192;17,824899;100;0556279136934;22;65;;;;;;;;;;
0;temető, sírkert;751165;97074;46,210596;20,358398;100;075116597074;22;65;;;;;;;;;;
0;temető, sírkert;566016;117768;46,399092;17,955394;100;0566016117768;22;65;;;;;;;;;;
0;temető, sírkert;569931;133868;46,544396;18,003497;100;0569931133868;22;65;;;;;;;;;;
0;temető, sírkert;560064;102435;46,260398;17,880987;100;0560064102435;22;65;;;;;;;;;;
0;temető, sírkert;539319;107839;46,305895;17,610688;100;0539319107839;22;65;;;;;;;;;;
