type;subtype;EOVX;EOVY;LAT;LON;capacity;poid;id;minage;maxage;risk
8;strandfürdő;724552;103024;46,267602;20,014532;1000;13683;724552103024;6;65;1
8;strandfürdő;725079;103365;46,270611;20,021423;1000;15822;725079103365;6;65;1
8;strandfürdő;735701;101179;46,249674;20,158796;1000;15823;735701101179;6;65;1
10;szabadidő központ;729029;98842;46,229472;20,07189;2000;114547;72902998842;0;99;1
10;szabadidő központ;737475;101364;46,251109;20,181832;2000;114719;737475101364;0;99;1
10;szabadidő központ;737063;99728;46,236447;20,176183;2000;115901;73706399728;0;99;1
10;szabadidő központ;732713;100016;46,239588;20,119847;2000;165050;732713100016;0;99;1
10;szabadidő központ;732872;101835;46,25593;20,122232;2000;165054;732872101835;0;99;1
8;szabadulós szoba;734423;100981;46,248055;20,142189;30;208014;734423100981;6;26;1
8;szabadulós szoba;734108;101251;46,250523;20,138154;30;216593;734108101251;6;26;1
8;szájsebészet;733154;101622;46,253979;20,125851;100;28565;733154101622;14;99;1
8;szájsebészet;734644;101157;46,24961;20,145087;100;64109;734644101157;14;99;1
8;szájsebészet;735258;102484;46,261469;20,153291;100;148476;735258102484;14;99;1
8;szájsebészet;733981;101206;46,250134;20,136499;100;148452;733981101206;14;99;1
8;szájsebészet;734416;100609;46,24471;20,142031;100;148271;734416100609;14;99;1
8;szájsebészet;737989;99901;46,237882;20,188219;100;148319;73798999901;14;99;1
8;szájsebészet;737886;99729;46,236348;20,186852;100;148321;73788699729;14;99;1
8;szájsebészet;735236;102142;46,258395;20,152943;100;148374;735236102142;14;99;1
8;szájsebészet;735323;102231;46,259185;20,154087;100;148458;735323102231;14;99;1
8;szájsebészet;733690;100334;46,242327;20,132569;100;148501;733690100334;14;99;1
8;szájsebészet;736205;101485;46,252362;20,165387;100;148505;736205101485;14;99;1
8;szájsebészet;737791;101377;46,251184;20,185931;100;148523;737791101377;14;99;1
8;szájsebészet;735122;101147;46,24946;20,151282;100;148529;735122101147;14;99;1
8;szájsebészet;733789;102413;46,261015;20,134227;100;148535;733789102413;14;99;1
8;szájsebészet;736869;100744;46,245611;20,173858;100;148554;736869100744;14;99;1
8;szájsebészet;734614;100854;46,246889;20,144643;100;148571;734614100854;14;99;1
8;szájsebészet;734372;101338;46,251273;20,141593;100;178776;734372101338;14;99;1
8;szájsebészet;734398;100122;46,240331;20,141709;100;178791;734398100122;14;99;1
8;szájsebészet;736658;100733;46,245539;20,171121;100;200060;736658100733;14;99;1
8;szájsebészet;733945;101732;46,25487;20,136127;100;200062;733945101732;14;99;1
8;szájsebészet;734801;101375;46,251551;20,147162;100;219891;734801101375;14;99;1
8;szájsebészet;736607;101106;46,248901;20,170529;100;221317;736607101106;14;99;1
8;szájsebészet;736083;101493;46,252449;20,163807;100;221318;736083101493;14;99;1
7;szakiskola;735783;103224;46,268058;20,160236;500;34042szaki;34042;13;20;1
7;szakiskola;734795;103226;46,268202;20,147422;500;41766szaki;41766;13;20;1
7;szakiskola;734494;101573;46,253371;20,143217;500;41857szaki;41857;13;20;1
7;szakiskola;733012;100254;46,241692;20,123765;500;43336szaki;43336;13;20;1
7;szakiskola;736668;102729;46,263492;20,171622;500;43371szaki;43371;13;20;1
7;szakiskola;734159;101858;46,255977;20,138925;500;44355szaki;44355;13;20;1
7;szakiskola;733290;101543;46,253252;20,1276;500;45845szaki;45845;13;20;1
7;szakiskola;735548;103490;46,270481;20,157237;500;45637szaki;45637;13;20;1
7;szakiskola;733747;101587;46,253591;20,133534;500;45987szaki;45987;13;20;1
7;szakiskola;732608;102007;46,25751;20,118839;500;46540szaki;46540;13;20;1
7;szakiskola;736320;101170;46,249514;20,16682;500;46718szaki;46718;13;20;1
7;szakiskola;734152;100777;46,246254;20,138639;500;46719szaki;46719;13;20;1
7;szakiskola;737678;102225;46,258827;20,184626;500;109458szaki;109458;13;20;1
7;szakiskola;735935;102127;46,258171;20,162005;500;109537szaki;109537;13;20;1
7;szakiskola;736676;104729;46,281481;20,172099;500;109540szaki;109540;13;20;1
7;szakiskola;736448;101005;46,248013;20,168449;500;109541szaki;109541;13;20;1
7;szakiskola;733228;102215;46,259304;20,126916;500;213957szaki;213957;13;20;1
7;szakiskola;733984;102127;46,258418;20,136704;500;213964szaki;213964;13;20;1
7;szakiskola;734018;101993;46,257209;20,137121;500;213982szaki;213982;13;20;1
7;szakiskola;734018;101993;46,257209;20,137121;500;213983szaki;213983;13;20;1
7;szakiskola;735418;102243;46,259281;20,155322;500;213989szaki;213989;13;20;1
7;szakközépiskola;734589;101197;46,249977;20,144381;500;34777szakk;34777;13;20;1
7;szakközépiskola;735139;101187;46,249817;20,15151;500;41619szakk;41619;13;20;1
7;szakközépiskola;734795;103226;46,268202;20,147422;500;41766szakk;41766;13;20;1
7;szakközépiskola;734494;101573;46,253371;20,143217;500;41857szakk;41857;13;20;1
7;szakközépiskola;735178;101770;46,255057;20,152123;500;42267szakk;42267;13;20;1
7;szakközépiskola;733012;100254;46,241692;20,123765;500;43336szakk;43336;13;20;1
7;szakközépiskola;735407;101807;46,25536;20,155099;500;44261szakk;44261;13;20;1
7;szakközépiskola;731064;101384;46,252095;20,098708;500;44285szakk;44285;13;20;1
7;szakközépiskola;734159;101858;46,255977;20,138925;500;44355szakk;44355;13;20;1
7;szakközépiskola;734372;101338;46,251273;20,141593;500;44363szakk;44363;13;20;1
7;szakközépiskola;733254;101544;46,253265;20,127133;500;44672szakk;44672;13;20;1
7;szakközépiskola;733290;101543;46,253252;20,1276;500;45845szakk;45845;13;20;1
7;szakközépiskola;735542;102295;46,259733;20,156939;500;45627szakk;45627;13;20;1
7;szakközépiskola;735548;103490;46,270481;20,157237;500;45637szakk;45637;13;20;1
7;szakközépiskola;735535;103433;46,26997;20,157058;500;45729szakk;45729;13;20;1
7;szakközépiskola;733747;101587;46,253591;20,133534;500;45987szakk;45987;13;20;1
7;szakközépiskola;734710;102002;46,257203;20,146096;500;46122szakk;46122;13;20;1
7;szakközépiskola;732608;102007;46,25751;20,118839;500;46540szakk;46540;13;20;1
7;szakközépiskola;736320;101170;46,249514;20,16682;500;46718szakk;46718;13;20;1
7;szakközépiskola;735381;101970;46,25683;20,154792;500;67046szakk;67046;13;20;1
7;szakközépiskola;734233;103218;46,268201;20,140131;500;109362szakk;109362;13;20;1
7;szakközépiskola;737678;102225;46,258827;20,184626;500;109458szakk;109458;13;20;1
7;szakközépiskola;735935;102127;46,258171;20,162005;500;109537szakk;109537;13;20;1
7;szakközépiskola;736448;101005;46,248013;20,168449;500;109541szakk;109541;13;20;1
7;szakközépiskola;735717;102157;46,258469;20,159183;500;110162szakk;110162;13;20;1
7;szakközépiskola;735533;102253;46,259356;20,156815;500;110188szakk;110188;13;20;1
7;szakközépiskola;736750;103664;46,271891;20,17286;500;110189szakk;110189;13;20;1
7;szakközépiskola;734519;100339;46,242268;20,143317;500;213961szakk;213961;13;20;1
7;szakközépiskola;734018;101993;46,257209;20,137121;500;213982szakk;213982;13;20;1
7;szakközépiskola;734108;101251;46,250523;20,138154;500;213986szakk;213986;13;20;1
7;szakközépiskola;735418;102243;46,259281;20,155322;500;213989szakk;213989;13;20;1
7;szakközépiskola;734793;102366;46,260466;20,147239;500;213990szakk;213990;13;20;1
7;szakközépiskola;733012;100254;46,241692;20,123765;500;213995szakk;213995;13;20;1
7;szakközépiskola;734722;100938;46,247631;20,146058;500;213998szakk;213998;13;20;1
2;szálloda (hotel);734544;101165;46,249695;20,143792;200;9809;734544101165;0;99;1
2;szálloda (hotel);735550;101896;46,256143;20,15697;200;13820;735550101896;0;99;1
2;szálloda (hotel);735032;101588;46,253438;20,150196;200;13821;735032101588;0;99;1
2;szálloda (hotel);733742;102229;46,259366;20,133585;200;13816;733742102229;0;99;1
2;szálloda (hotel);735828;101419;46,251816;20,160486;200;13817;735828101419;0;99;1
2;szálloda (hotel);736126;101505;46,252552;20,164366;200;14018;736126101505;0;99;1
2;szálloda (hotel);732653;102786;46,264512;20,119561;200;56867;732653102786;0;99;1
2;szálloda (hotel);734377;102256;46,259529;20,141824;200;114618;734377102256;0;99;1
2;szálloda (hotel);733360;100563;46,244428;20,128332;200;165539;733360100563;0;99;1
2;szálloda (hotel);734978;101257;46,250468;20,149436;200;165583;734978101257;0;99;1
2;szálloda (hotel);735260;101794;46,255262;20,15319;200;184287;735260101794;0;99;1
2;szálloda (hotel);734459;100321;46,242114;20,142536;200;184288;734459100321;0;99;1
2;szálloda (hotel);731323;103502;46,271115;20,102437;200;184289;731323103502;0;99;1
2;szálloda (hotel);734494;101538;46,253056;20,143211;200;184290;734494101538;0;99;1
2;szálloda (hotel);734655;101575;46,253369;20,145305;200;184291;734655101575;0;99;1
2;szálloda (hotel);734908;101359;46,251394;20,148547;200;184292;734908101359;0;99;1
2;szálloda (hotel);734987;101223;46,250161;20,149546;200;184295;734987101223;0;99;1
2;szálloda (hotel);734879;101186;46,249841;20,148139;200;184296;734879101186;0;99;1
2;szálloda (hotel);735580;102046;46,257488;20,157386;200;184297;735580102046;0;99;1
2;szálloda (hotel);734658;100648;46,24503;20,145176;200;189705;734658100648;0;99;1
2;szálloda (hotel);734412;101098;46,249109;20,142068;200;190041;734412101098;0;99;1
7;számítástechnikai bolt;734177;101655;46,254149;20,139122;1000;147987;734177101655;14;49;1
7;számítástechnikai bolt;732707;100465;46,243627;20,119849;1000;205871;732707100465;14;49;1
7;számítástechnikai bolt;735577;102836;46,264594;20,157493;1000;205872;735577102836;14;49;1
7;számítástechnikai bolt;735977;102465;46,261206;20,162612;1000;205883;735977102465;14;49;1
7;számítástechnikai bolt;735034;101408;46,251819;20,150189;1000;206258;735034101408;14;49;1
7;számítástechnikai bolt;735577;102836;46,264594;20,157493;1000;217865;735577102836;14;49;1
8;szemészet;734433;100808;46,246498;20,142288;100;17186;734433100808;14;99;1
8;szemészet;734698;100965;46,247876;20,145752;100;28634;734698100965;14;99;1
8;szemészet;735034;100825;46,246575;20,150083;100;64143;735034100825;14;99;1
8;szemészet;734945;101992;46,257083;20,149142;100;114732;734945101992;14;99;1
8;szemészet;733574;102782;46,264361;20,131505;100;114742;733574102782;14;99;1
8;szemészet;735008;101310;46,25094;20,149834;100;148455;735008101310;14;99;1
8;szemészet;734557;100538;46,244053;20,143846;100;148274;734557100538;14;99;1
8;szemészet;735625;102918;46,265326;20,15813;100;148372;735625102918;14;99;1
8;szemészet;735574;102914;46,265296;20,157468;100;148373;735574102914;14;99;1
8;szemészet;735247;102171;46,258655;20,153091;100;148375;735247102171;14;99;1
8;szemészet;735554;101094;46,248928;20,156874;100;148552;735554101094;14;99;1
8;szemészet;735549;100859;46,246815;20,156766;100;178764;735549100859;14;99;1
8;szemészet;734184;100934;46,247662;20,139082;100;178785;734184100934;14;99;1
8;szemészet;736607;101106;46,248901;20,170529;100;220750;736607101106;14;99;1
8;szemészet;735312;101748;46,254842;20,153856;100;220771;735312101748;14;99;1
8;szemészet;736207;102140;46,258253;20,165534;100;221631;736207102140;14;99;1
8;szépségszalon;735828;101419;46,251816;20,160486;50;167987;735828101419;14;49;1
8;szépségszalon;734494;101538;46,253056;20,143211;50;184290;734494101538;14;49;1
8;szépségszalon;734177;101655;46,254149;20,139122;50;210264;734177101655;14;49;1
8;szépségszalon;736775;99668;46,235944;20,172439;50;215122;73677599668;14;49;1
6;színház;735139;101590;46,253442;20,151584;500;7098;735139101590;14;99;1
6;színház;734705;101292;46,250817;20,145902;500;7099;734705101292;14;99;1
6;színház;734525;101625;46,253835;20,143629;500;7715;734525101625;14;99;1
6;színház;735148;101798;46,255312;20,151739;500;7795;735148101798;14;99;1
6;színház;734675;101495;46,252647;20,14555;500;98568;734675101495;14;99;1
6;színház;734679;101459;46,252322;20,145595;500;98569;734679101459;14;99;1
6;színház;735148;101798;46,255312;20,151739;500;114851;735148101798;14;99;1
8;szolárium;735828;101419;46,251816;20,160486;50;167987;735828101419;14;49;1
8;szolárium;736775;99668;46,235944;20,172439;50;215122;73677599668;14;49;1
7;szőnyeg, textil, padló, tapéta;733418;102143;46,258633;20,129367;500;187462;733418102143;22;99;1
7;szőnyeg, textil, padló, tapéta;733372;102573;46,262507;20,128848;500;67821;733372102573;22;99;1
7;takarékszövetkezet;728300;103848;46,274587;20,063284;50;32859;728300103848;22;99;1
7;takarékszövetkezet;734604;101005;46,248248;20,14454;50;32860;734604101005;22;99;1
7;takarékszövetkezet;738453;102025;46,256926;20,194638;50;32869;738453102025;22;99;1
7;takarékszövetkezet;735712;103090;46,266862;20,15929;50;32874;735712103090;22;99;1
7;takarékszövetkezet;736775;99668;46,235944;20,172439;50;32889;73677599668;22;99;1
7;takarékszövetkezet;736370;100845;46,246584;20,167408;50;32893;736370100845;22;99;1
7;takarékszövetkezet;734437;101867;46,256023;20,142532;50;142756;734437101867;22;99;1
4;takarító és tisztító szolgálat;734119;103231;46,268332;20,138655;0;66568;734119103231;22;99;1
4;takarító és tisztító szolgálat;734525;101959;46,256839;20,143689;0;211612;734525101959;22;99;1
4;takarító és tisztító szolgálat;734732;101619;46,253755;20,146312;0;215948;734732101619;22;99;1
7;táplálék-, étrendkiegészítő üzlet;734177;101655;46,254149;20,139122;200;211509;734177101655;22;99;1
7;táplálék-, étrendkiegészítő üzlet;733359;103025;46,266574;20,12876;200;211571;733359103025;22;99;1
7;táplálék-, étrendkiegészítő üzlet;734681;101621;46,253779;20,145651;200;212049;734681101621;22;99;1
7;táplálék-, étrendkiegészítő üzlet;734119;103231;46,268332;20,138655;200;212059;734119103231;22;99;1
13;taxiállomás;734769;101128;46,249334;20,146702;100;74350;734769101128;0;99;1
13;taxiállomás;734907;101734;46,254767;20,148602;100;74352;734907101734;0;99;1
13;taxiállomás;734347;101978;46,257033;20,141385;100;74353;734347101978;0;99;1
13;taxiállomás;734490;100047;46,239645;20,142888;100;74354;734490100047;0;99;1
13;taxiállomás;735729;101208;46,249931;20,159164;100;114711;735729101208;0;99;1
13;taxiállomás;735010;101794;46,255294;20,149949;100;114727;735010101794;0;99;1
13;taxiállomás;734457;101954;46,256803;20,142807;100;114731;734457101954;0;99;1
13;taxiállomás;733248;101052;46,248841;20,126968;100;114664;733248101052;0;99;1
13;taxiállomás;735737;100687;46,245244;20,159172;100;114702;735737100687;0;99;1
13;taxiállomás;734653;101008;46,248269;20,145176;100;114708;734653101008;0;99;1
13;tekepálya;736189;100612;46,244511;20,165018;100;115956;736189100612;6;49;1
7;telefon és telefonkártya;733359;103025;46,266574;20,12876;500;114660;733359103025;14;99;1
7;telefon és telefonkártya;734177;101655;46,254149;20,139122;500;147987;734177101655;14;99;1
7;telefon és telefonkártya;735034;101408;46,251819;20,150189;500;206258;735034101408;14;99;1
7;telekommunikációs szolgáltató;734679;101459;46,252322;20,145595;100;38077;734679101459;22;65;1
7;telekommunikációs szolgáltató;734119;103231;46,268332;20,138655;100;66567;734119103231;22;65;1
7;telekommunikációs szolgáltató;734177;101655;46,254149;20,139122;100;148007;734177101655;22;65;1
7;telekommunikációs szolgáltató;734119;103231;46,268332;20,138655;100;66571;734119103231;22;65;1
7;telekommunikációs szolgáltató;734177;101655;46,254149;20,139122;100;148010;734177101655;22;65;1
7;telekommunikációs szolgáltató;734119;103231;46,268332;20,138655;100;66564;734119103231;22;65;1
7;telekommunikációs szolgáltató;734177;101655;46,254149;20,139122;100;148005;734177101655;22;65;1
7;telekommunikációs szolgáltató;734472;101559;46,25322523;20,14293575;100;37558;734472101559;22;65;1
7;telekommunikációs szolgáltató;734069;103420;46,270038;20,13804;100;18554;734069103420;22;65;1
1;temető, sírkert;731327;101799;46,255796;20,102191;100;132613;731327101799;50;99;1
1;temető, sírkert;731455;101467;46,252794;20,103793;100;132625;731455101467;50;99;1
1;temető, sírkert;731327;101799;46,255796;20,102191;100;132613;731327101799;50;99;1
1;temető, sírkert;731517;102035;46,257895;20,104696;100;130301;731517102035;50;99;1
1;temető, sírkert;733210;100035;46,239697;20,126293;100;128382;733210100035;50;99;1
1;temető, sírkert;731346;102088;46,258393;20,102488;100;128776;731346102088;50;99;1
1;temető, sírkert;727617;103651;46,272894;20,054391;100;129148;727617103651;50;99;1
1;temető, sírkert;735295;103177;46,267698;20,153898;100;129269;735295103177;50;99;1
1;temető, sírkert;731904;95681;46,200694;20,108597;100;131313;73190495681;50;99;1
1;temető, sírkert;731197;101764;46,255497;20,100499;100;131963;731197101764;50;99;1
1;temető, sírkert;738680;102603;46,262095;20,197692;100;132193;738680102603;50;99;1
1;temető, sírkert;731520;101813;46,255898;20,104696;100;135443;731520101813;50;99;1
1;temető, sírkert;738397;95617;46,199294;20,192695;100;135444;73839795617;50;99;1
1;temető, sírkert;737862;97333;46,2148;20,186088;100;135504;73786297333;50;99;1
1;temető, sírkert;736872;99108;46,230895;20,173592;100;135895;73687299108;50;99;1
1;temető, sírkert;738847;103328;46,268594;20,199996;100;135903;738847103328;50;99;1
9;templom, istentiszteleti hely;735687;101037;46,248398;20,158588;100;128485;735687101037;50;99;1
9;templom, istentiszteleti hely;737313;102728;46,263399;20,179987;100;130446;737313102728;50;99;1
9;templom, istentiszteleti hely;735671;102193;46,258799;20,158593;100;131016;735671102193;50;99;1
9;templom, istentiszteleti hely;734939;101037;46,248494;20,14889;100;131353;734939101037;50;99;1
9;templom, istentiszteleti hely;734229;103306;46,268993;20,140095;100;132419;734229103306;50;99;1
9;templom, istentiszteleti hely;734014;99346;46,2334;20,136591;100;133673;73401499346;50;99;1
9;templom, istentiszteleti hely;734313;102251;46,259492;20,140993;100;135172;734313102251;50;99;1
9;templom, istentiszteleti hely;739185;102388;46,260094;20,2042;100;135638;739185102388;50;99;1
9;templom, istentiszteleti hely;735004;101928;46,2565;20,149895;100;133408;735004101928;50;99;1
9;templom, istentiszteleti hely;734659;101233;46,250292;20,145295;100;134089;734659101233;50;99;1
9;templom, istentiszteleti hely;738591;97849;46,219345;20,195632;100;129383;73859197849;50;99;1
9;templom, istentiszteleti hely;735408;102222;46,259093;20,155188;100;129386;735408102222;50;99;1
9;templom, istentiszteleti hely;734422;101608;46,253695;20,14229;100;134088;734422101608;50;99;1
9;templom, istentiszteleti hely;734553;102310;46,259993;20,144116;100;61478;734553102310;50;99;1
9;templom, istentiszteleti hely;735023;101138;46,249391;20,149997;100;129880;735023101138;50;99;1
9;templom, istentiszteleti hely;734512;100698;46,245498;20,143292;100;130087;734512100698;50;99;1
9;templom, istentiszteleti hely;733749;101221;46,250298;20,133494;100;130088;733749101221;50;99;1
9;templom, istentiszteleti hely;735100;102218;46,259096;20,151193;100;135441;735100102218;50;99;1
9;templom, istentiszteleti hely;738663;97444;46,215693;20,196488;100;135442;73866397444;50;99;1
8;tenisz létesítmény;734183;99682;46,236401;20,138843;100;212113;73418399682;6;65;1
8;teniszpálya;734183;99682;46,236401;20,138843;50;29211;73418399682;6;65;0,5
8;teniszpálya;732653;102786;46,264512;20,119561;50;56867;732653102786;6;65;0,5
8;teniszpálya;729029;98842;46,229472;20,07189;50;114547;72902998842;6;65;0,5
8;teniszpálya;737475;101364;46,251109;20,181832;50;114719;737475101364;6;65;0,5
8;teniszpálya;737063;99728;46,236447;20,176183;50;115901;73706399728;6;65;0,5
8;teniszpálya;736189;100612;46,244511;20,165018;50;115952;736189100612;6;65;0,5
8;teniszpálya;736321;100542;46,243865;20,166716;50;165039;736321100542;6;65;0,5
8;teniszpálya;732713;100016;46,239588;20,119847;50;165050;732713100016;6;65;0,5
8;teniszpálya;734530;103506;46,270754;20,144036;50;165077;734530103506;6;65;0,5
8;termálfürdő;734984;101876;46,256035;20,149626;1000;15816;734984101876;0;99;1
8;termálfürdő;725079;103365;46,270611;20,021423;1000;15822;725079103365;0;99;1
7;termelői piac, biopiac;733281;100541;46,24424;20,127304;1000;121265;733281100541;22;99;1
7;termelői piac, biopiac;734140;102024;46,257472;20,138709;1000;121334;734140102024;22;99;1
7;termelői piac, biopiac;733342;102952;46,265919;20,128527;1000;189007;733342102952;22;99;1
7;termelői piac, biopiac;736545;101602;46,25337;20,169817;1000;189031;736545101602;22;99;1
10;tornaterem, tornacsarnok;734183;99682;46,236401;20,138843;100;29211;73418399682;6;26;1
10;tornaterem, tornacsarnok;729029;98842;46,229472;20,07189;100;114547;72902998842;6;26;1
10;tornaterem, tornacsarnok;736455;101290;46,250576;20,168592;100;115955;736455101290;6;26;1
10;tornaterem, tornacsarnok;734183;99682;46,236401;20,138843;100;212113;73418399682;6;26;1
7;túrabolt;734177;101655;46,25419049;20,13919057;200;147982;734177101655;14;65;1
7;túrabolt;731446;103956;46,275183;20,104112;200;181609;731446103956;14;65;1
7;turista információ;734705;101292;46,250817;20,145902;200;56524;734705101292;0;99;1
8;tüdőszűrő, -gondozó állomás;734563;101942;46,256682;20,144179;50;64259;734563101942;50;99;1
8;tüdőszűrő, -gondozó állomás;733574;102782;46,264361;20,131505;50;114742;733574102782;50;99;1
8;tüdőszűrő, -gondozó állomás;734525;101959;46,256839;20,143689;50;143432;734525101959;50;99;1
8;tüdőszűrő, -gondozó állomás;734404;102684;46,263376;20,142252;50;148244;734404102684;50;99;1
8;tüdőszűrő, -gondozó állomás;733652;102301;46,260025;20,13243;50;148282;733652102301;50;99;1
8;tüdőszűrő, -gondozó állomás;735207;101772;46,255071;20,152499;50;148291;735207101772;50;99;1
8;tüdőszűrő, -gondozó állomás;733427;101544;46,253244;20,129377;50;148386;733427101544;50;99;1
8;tüdőszűrő, -gondozó állomás;734972;102626;46,262782;20,149608;50;148460;734972102626;50;99;1
8;tüdőszűrő, -gondozó állomás;735805;102128;46,258197;20,160319;50;179087;735805102128;50;99;1
8;tüdőszűrő, -gondozó állomás;735145;101840;46,25569;20,151708;50;178757;735145101840;50;99;1
8;tüdőszűrő, -gondozó állomás;734372;101338;46,251273;20,141593;50;178776;734372101338;50;99;1
8;tüdőszűrő, -gondozó állomás;734184;100934;46,247662;20,139082;50;178785;734184100934;50;99;1
8;tüdőszűrő, -gondozó állomás;734987;100670;46,245186;20,149445;50;182403;734987100670;50;99;1
8;tüdőszűrő, -gondozó állomás;736491;100450;46,243015;20,168903;50;220753;736491100450;50;99;1
8;tüdőszűrő, -gondozó állomás;736207;102140;46,258253;20,165534;50;221631;736207102140;50;99;1
7;tüzép;730863;103985;46,275515;20,096554;400;80474;730863103985;22;99;1
7;tüzép;733448;103303;46,269063;20,129965;400;210575;733448103303;22;99;1
7;tüzép;730410;104590;46,281011;20,090783;400;210576;730410104590;22;99;1
7;tüzép;732470;102882;46,265398;20,117205;400;211217;732470102882;22;99;1
4;tűzvédelmi szerv (tűzoltó parancsnokság, tűzoltóság);732680;103042;46,266811;20,119957;50;6739;732680103042;22;65;1
7;újságárus;734360;102000;46,25721;20,141568;300;38755;734360102000;0;99;1
7;újságárus;734360;102000;46,25721;20,141568;300;38766;734360102000;0;99;1
7;újságárus;734514;100078;46,23996301;20,14327397;300;114852;734514100078;0;99;1
7;újságárus;734140;102024;46,257451;20,13872;300;38758;734140102024;0;99;1
7;újságárus;735030;103299;46,26887062;20,15055193;300;38763;735030103299;0;99;1
7;újságárus;735055;101752;46,25495221;20,15059324;300;114726;735055101752;0;99;1
7;újságárus;734119;103231;46,26837389;20,13872358;300;114860;734119103231;0;99;1
7;újságárus;734177;101655;46,25419049;20,13919057;300;147984;734177101655;0;99;1
7;újságárus;734256;101363;46,25155403;20,14016207;300;177588;734256101363;0;99;1
7;újságárus;731446;103956;46,27522539;20,10418076;300;177598;731446103956;0;99;1
7;újságárus;735546;102000;46,2571205;20,15700567;300;177600;735546102000;0;99;1
8;uszoda;736053;100648;46,244853;20,163261;300;115951;736053100648;0;99;1
8;utazási Iroda;734732;101619;46,253755;20,146312;100;27908;734732101619;22;99;1
8;utazási Iroda;734794;101405;46,251822;20,147077;100;40343;734794101405;22;99;1
8;utazási Iroda;734428;101358;46,251446;20,142323;100;40346;734428101358;22;99;1
8;utazási Iroda;734662;101205;46,25004;20,145329;100;40349;734662101205;22;99;1
8;utazási Iroda;734695;101075;46,248866;20,145733;100;40353;734695101075;22;99;1
8;utazási Iroda;734813;101210;46,250066;20,147288;100;40354;734813101210;22;99;1
8;utazási Iroda;734727;101545;46,25309;20,146234;100;40357;734727101545;22;99;1
8;utazási Iroda;735230;101779;46,255131;20,152799;100;40360;735230101779;22;99;1
8;utazási Iroda;734587;100880;46,247126;20,144297;100;40363;734587100880;22;99;1
8;utazási Iroda;734788;101606;46,253631;20,147036;100;40366;734788101606;22;99;1
8;utazási Iroda;734492;101170;46,249746;20,143118;100;58902;734492101170;22;99;1
8;utazási Iroda;734953;101337;46,25119;20,149126;100;58339;734953101337;22;99;1
8;utazási Iroda;735008;101310;46,25094;20,149834;100;58396;735008101310;22;99;1
8;utazási Iroda;734840;101522;46,252869;20,147695;100;85308;734840101522;22;99;1
8;utazási Iroda;734469;101789;46,255317;20,142932;100;85259;734469101789;22;99;1
8;utazási Iroda;734601;101516;46,252845;20,144594;100;85219;734601101516;22;99;1
8;utazási Iroda;734441;101566;46,253315;20,142529;100;85240;734441101566;22;99;1
8;utazási Iroda;734695;101075;46,248866;20,145733;100;85484;734695101075;22;99;1
8;utazási Iroda;734739;101310;46,250975;20,146346;100;85538;734739101310;22;99;1
8;utazási Iroda;734964;101346;46,25127;20,14927;100;85619;734964101346;22;99;1
8;utazási Iroda;734638;101341;46,251266;20,145042;100;85622;734638101341;22;99;1
8;utazási Iroda;735074;102202;46,258956;20,150853;100;85632;735074102202;22;99;1
8;utazási Iroda;734259;101369;46,251566;20,140133;100;104223;734259101369;22;99;1
8;utazási Iroda;734839;101419;46,251942;20,147663;100;104246;734839101419;22;99;1
8;utazási Iroda;734177;101655;46,254149;20,139122;100;148006;734177101655;22;99;1
8;utazási Iroda;734705;101292;46,250817;20,145902;100;182767;734705101292;22;99;1
8;utazási Iroda;734782;101503;46,252705;20,146939;100;215129;734782101503;22;99;1
8;utazási Iroda;734435;100831;46,246704;20,142318;100;219813;734435100831;22;99;1
2;üdülőház;724552;103024;46,267602;20,014532;100;13683;724552103024;0;99;1
2;üdülőház;725079;103365;46,270611;20,021423;100;15822;725079103365;0;99;1
2;üdülőház;735735;101494;46,252503;20,159294;100;15824;735735101494;0;99;1
2;üdülőház;732653;102786;46,264512;20,119561;100;56867;732653102786;0;99;1
8;ügyészség;735339;101781;46,255135;20,154212;100;6149;735339101781;22;65;1
8;ügyészség;735339;101781;46,255135;20,154212;100;6150;735339101781;22;65;1
8;ügyészség;735093;101644;46,253934;20,150997;100;6151;735093101644;22;65;1
8;ügyészség;735127;101689;46,254334;20,151447;100;6096;735127101689;22;65;1
8;ügyészség;735093;101644;46,253934;20,150997;100;6260;735093101644;22;65;1
8;ügyvéd;735097;101454;46,252224;20,151015;50;24881;735097101454;22;99;1
8;ügyvéd;734710;101393;46,251725;20,145985;50;24909;734710101393;22;99;1
8;ügyvéd;734732;101619;46,253755;20,146312;50;24917;734732101619;22;99;1
8;ügyvéd;734679;101459;46,252322;20,145595;50;24951;734679101459;22;99;1
8;ügyvéd;734704;101441;46,252157;20,145916;50;24957;734704101441;22;99;1
8;ügyvéd;734683;101456;46,252295;20,145647;50;24964;734683101456;22;99;1
8;ügyvéd;734755;101273;46,25064;20,146547;50;24985;734755101273;22;99;1
8;ügyvéd;734274;101778;46,255243;20,140402;50;24987;734274101778;22;99;1
8;ügyvéd;735084;102909;46,265314;20,151112;50;25411;735084102909;22;99;1
8;ügyvéd;734755;101273;46,25064;20,146547;50;25413;734755101273;22;99;1
8;ügyvéd;735242;101810;46,255408;20,15296;50;25432;735242101810;22;99;1
8;ügyvéd;734774;101072;46,248829;20,146757;50;25437;734774101072;22;99;1
8;ügyvéd;734059;101885;46,256232;20,137633;50;25440;734059101885;22;99;1
